,id,parent,text,like_count,author,is_favorited,is_pinned
72,UgxPnjhxvu593ux0jK14AaABAg,root,Am I the only one who thought for SURE that Max was Alex Brightman because he sounds EXACTLY like Adam from Hazbin Hotel in this? Like which came first because these two characters are peas in an unholy pod,0,@sosayweall_jpg,False,False
73,UgzTNpdokLKp4KLgiuB4AaABAg,root,"I was so ready to enjoy this, and then I saw Angela and got SO EXCITED!!! So glad I stumbled on this lol

UPDATE: I posted this about 10 minutes into the play. WAS NOT EXPECTING WHAT HAPPENED NEXT LMAO",1,@novarhetta,False,False
74,UgwTkHjmpN6cHIuL_ZV4AaABAg,root,How have I not heard about this beast of a musical until this exact moment. How. NANI,1,@sailorg00n,False,False
75,UgywGKNc7aOj7N86rC54AaABAg,root,POLAND MENTIONED,0,@Aleks-ug2rb,False,False
76,Ugx8s1Zya6icmMhMlqB4AaABAg,root,Grace was my favorite character! Her arc and development was AMAZING while still remaining sort of true to herself 😂❤,1,@EerieDesentArts,False,False
77,UgxEyB8QuzvHNQfjnpl4AaABAg,root,WHO WILL PRAY FOR ME,1,@boxoknox,False,False
78,UgwrIWh4MltkDurVJDF4AaABAg,root,It would be cool if each of the Hachet field plays focused on one of the lords in black. Like in Black Friday it was the wiggly lord in black and in The Guy Who Didn’t Like Musicals it was the lord in black with the mask and the blue costume.,0,@I_Want_To_Do_Somthing,False,False
79,UgwrIWh4MltkDurVJDF4AaABAg.A3o1CF4OFUiA3oDWD4_mv3,UgwrIWh4MltkDurVJDF4AaABAg,Nightmare Time did this,1,@crispyliza7050,False,False
80,Ugyf4L0VBCSTbPifg8J4AaABAg,root,1:10:11 WHEN IM GONE‼️🗣️🗣️🙏🏼🙏🏼,2,@0zzy_offic4l,False,False
81,Ugyf4L0VBCSTbPifg8J4AaABAg.A3nvevVtf3mA3r6EKYH2m4,Ugyf4L0VBCSTbPifg8J4AaABAg,OR IS THIS THE ETERNAL DARK WITHOUT A DAWN ‼️‼️🗣️🗣️🗣️,1,@piepie3799,False,False
82,UgzY_iODib5WxPDduJ14AaABAg,root,1:44:09 I like how Peter sings about a football team yet he's pitching an invisible baseball into the air. Don't know why it took me this many watches to figure that out 😭🤣,0,@thatrandomgirl7151,False,False
83,UgzGxjthTMw3oYguDrp4AaABAg,root,Alright fine. I’ll watch it. Are you happy? Will i understand the hundreds of TikTok’s now lmao,1,@ariannathompson5466,False,False
84,UgzjIjPD4leU-1RUhgN4AaABAg,root,Not the dirty girl soup 💀,4,@hypedragon2197,False,False
85,UgxCXiiVFpQ9FB9DJEV4AaABAg,root,Did anyone catch that the yellow dark lord hzd said he'd have all of the (Peter's last name) in his toy box?? What's with Peter's lineage? Guess the lore continues 😁,2,@sanaismallwood1226,False,False
86,UgxCXiiVFpQ9FB9DJEV4AaABAg.A3me0ou5andA3mzD998-oC,UgxCXiiVFpQ9FB9DJEV4AaABAg,"In Nightmare Time, Ted Spankoffski got caught in the Bastard's Box (the toy box) by Tinky (T'Noy Kraxis). It happened in Season 1 episode 2 part 2.",2,@matsvee6746,False,False
87,UgwKxoicGYiuGd2TQ3d4AaABAg,root,Watching again :3,1,@neggispringfeild,False,False
88,UgwKxoicGYiuGd2TQ3d4AaABAg.A3maQdwgd0pA3meKvYMG_w,UgwKxoicGYiuGd2TQ3d4AaABAg,I want an alternate timeline where Jaegerman doesnt die and instead starts protecting them causing Grace to get totally unhinged,0,@neggispringfeild,False,False
89,UgxGNegsjrcLu1GSi6l4AaABAg,root,when i first watched this when it came out i felt it didnt hold up to the rest of the musicals but 2nd viewing i see how good it is. top 5 for me for sure,1,@Gwennein,False,False
90,UgxMmbpHkxBLqtwrWsZ4AaABAg,root,We need a full bbq monologues now,0,@margaretschlieter,False,False
91,Ugz0Ha8gZ3YwuU04FPx4AaABAg,root,"I’m so happy that Peter and Stefanie survived I was stressing out through the rest of the show, I really liked the story they had",1,@theawesomegamervlogger5896,False,False
92,UgwzLqob-djTLq4q3RB4AaABAg,root,""" i will not rest till i taste Grace Chastitys little peach"" boy wasnt wrong",0,@iomartinez9105,False,False
93,UgzJAbD-m_uiHCvJeYZ4AaABAg,root,OMG THE TUNE FROM INEVITABLE AT 1:47:21 THE REFERENCE IS KILLING ME!!!,0,@dr.zespert,False,False
94,UgxfKCOI3o58WJbr80V4AaABAg,root,"Just realized the detail of Grace's choreo in ""High School is Killing Me""

Whenever they say the lyrics ""Im so fuckin dead"" the other casts has a whispering choreo, while Grace covers her mouth everytime.",3,@SpeysBarr,False,False
95,UgyOWwv7xk2ttadSWHR4AaABAg,root,"Ghost, or LMM? 😂😂😂",0,@Clasteau,False,False
96,Ugxh68KQ0fJq7FvQuaJ4AaABAg,root,"Cram session, OMG Ruth",0,@Clasteau,False,False
97,UgytrS5lPmOTCcDdCuh4AaABAg,root,"I have a question: Mayor Lauter (@1:54:30) says ""I'm not touching that book ever again - what did he summon the Lords for? Where's Steph's mom?",2,@alexhead2645,False,False
98,UgytrS5lPmOTCcDdCuh4AaABAg.A3gBsdLi37MA3nT2pCivfA,UgytrS5lPmOTCcDdCuh4AaABAg,i have a theory that he used it to gain power as mayor and got in contact with nibbly (the hungriest lord in black) if you havent watched honeyqueen yet the plot of that nmt ep gave me the idea!,1,@interneptcorner,False,False
99,UgyV_fxYTqy6MZOerbp4AaABAg,root,❤❤❤,0,@tamyagriffin7617,False,False
100,UgxlArSov0rNSaYuhTF4AaABAg,root,"1:10:07 I'm just imagining Jeff's piano lighting on fire as he wrote this song.

1:22:23-1:22:34 I'M IN A HURRY!",0,@VivaLaDnDLogs,False,False
101,UgwKEi2UkGrnQVPgMDJ4AaABAg,root,Dirty soup lolololol holly fuck i cringed.,1,@helluvadetective,False,False
102,UgxaWnYehthKluM1Lhx4AaABAg,root,"Will Branner (Max) is just… he’s… he’s hot, funny, musically talented and can act! I never thought I’d see this combination! ❤",1,@rayewonderland,False,False
103,Ugx-MoC7fkdl8hxCBWp4AaABAg,root,"NPMD is the tits!! New favorite show of Starkid’s!

Glad Stephanie was responsible with the gun props. Certainly didn’t need an Alec Baldwin moment in Hatchetfield.",2,@tiff3682,False,False
104,Ugx-MoC7fkdl8hxCBWp4AaABAg.A3enSjdNL2BA3g5C0wJBuP,Ugx-MoC7fkdl8hxCBWp4AaABAg,What?,0,@twist_ending7545,False,False
105,Ugx-MoC7fkdl8hxCBWp4AaABAg.A3enSjdNL2BA3yZYmInNcx,Ugx-MoC7fkdl8hxCBWp4AaABAg, @twist_ending7545  there's an on going case where alec baldwin shot a prop gun that ended up being real and it killed and injured people on set. the weapons handler is also being investigated for it,0,@abigailw7146,False,False
106,UgxB81Xr-sAskwN2wXp4AaABAg,root,Phenomenal. The story the acting the music everything was amazing,1,@satchiko9884,False,False
107,Ugzkl4uH-PI8m9VufkZ4AaABAg,root,the punk pop ass group dance number finale hit me like a truck okay you guys,1,@firelordoregano5632,False,False
108,Ugzkl4uH-PI8m9VufkZ4AaABAg.A3eJJPDFcxAA3eJXBecW36,Ugzkl4uH-PI8m9VufkZ4AaABAg,"mfs really said ""2 of our friends are dead > w <  !! 🕺🕺💃💃""",1,@firelordoregano5632,False,False
109,Ugzkl4uH-PI8m9VufkZ4AaABAg.A3eJJPDFcxAA3g5Etve5nz,Ugzkl4uH-PI8m9VufkZ4AaABAg,Lmao they are not coping well at ALL,0,@twist_ending7545,False,False
110,UgwyUDUINBsuIRNPwxF4AaABAg,root,2:17:57,0,@gayLoRddd,False,False
111,UgwSnugMb8dtycyBYcp4AaABAg,root,damn coming back to this now and it's insane how will branner completely owns this musical. like lebron levels of GOAT in one show goddamn,2,@fleabaggage6126,False,False
112,Ugw68N6TygTTlYH0QgF4AaABAg,root,need miss Mariah Rose Faith Casillas to be in every musical ever 🙏🏻❤️ just insanely good,2,@bugsbunnyscousin7532,False,False
113,UgzBShUBvmRuEntZUVZ4AaABAg,root,Happy this happens during 2021 or they would definitely include a skibidi in there,0,@Joojins,False,False
114,UgzBShUBvmRuEntZUVZ4AaABAg.A3ccs3PxhJtA3g5H49Apwq,UgzBShUBvmRuEntZUVZ4AaABAg,What,1,@twist_ending7545,False,False
115,UgzBShUBvmRuEntZUVZ4AaABAg.A3ccs3PxhJtA3gDw0CtQZr,UgzBShUBvmRuEntZUVZ4AaABAg,"​ @twist_ending7545 Yk, bunch of teens?",0,@Joojins,False,False
116,UgzBShUBvmRuEntZUVZ4AaABAg.A3ccs3PxhJtA3gEWZ88ZEP,UgzBShUBvmRuEntZUVZ4AaABAg, @Joojins  skibidi is more of a gen alpha thing tbh. They would be saying sh!t like rizz though lol. I could see Max saying it,3,@twist_ending7545,False,False
117,UgzBShUBvmRuEntZUVZ4AaABAg.A3ccs3PxhJtA3iBIPaPUxQ,UgzBShUBvmRuEntZUVZ4AaABAg, @twist_ending7545 ”I will not rest until I rizz up Chastity”,0,@squidpile,False,False
118,UgyI8Y--o1fcakNWEyJ4AaABAg,root,"I wish I could see how many times I've watched this, it's well into the 50s.",0,@samdotcomm,False,False
119,Ugxa8OUOVtslDkQTa-54AaABAg,root,Angela 😍😲,0,@a-mac025,False,False
120,UgxYmUQhZleAL4WUzR14AaABAg,root,Did know Angela used to be in sk but still feels wack actually seeing her,0,@satchiko9884,False,False
121,UgxYmUQhZleAL4WUzR14AaABAg.A3aBdMGf9thA3g5IdFKfnu,UgxYmUQhZleAL4WUzR14AaABAg,What?,1,@twist_ending7545,False,False
122,UgxYmUQhZleAL4WUzR14AaABAg.A3aBdMGf9thA3mWe7JpRNf,UgxYmUQhZleAL4WUzR14AaABAg,"@twist_ending7545  lmao, it was a typo, but im saying that i did know that Angela used to be starkid before smosh but it still feels weird seeing her",0,@satchiko9884,False,False
123,UgxYmUQhZleAL4WUzR14AaABAg.A3aBdMGf9thA3nGtmilrvU,UgxYmUQhZleAL4WUzR14AaABAg," @satchiko9884  ""used to be""? She's still part of Starkid",0,@twist_ending7545,False,False
124,UgxYmUQhZleAL4WUzR14AaABAg.A3aBdMGf9thA3p8yBBd9zY,UgxYmUQhZleAL4WUzR14AaABAg,@twist_ending7545  so shes working in smosh AND starkid damn,0,@satchiko9884,False,False
125,Ugw7HJ5EfCY1EQbmJT14AaABAg,root,"1:32:57 her singing the climax of the song while the piano plays 'i'm not a loser', symbolizing her starting to come into herself, just before jagerman comes to take all that away? tragic, brilliant, beautiful",2,@chriscarlos1578,False,False
126,UgzQt0-hMdqyGX-FLnN4AaABAg,root,the gasped i gasped when i realized how this musical ties hatchetfield lore together -,1,@josephinegillet7677,False,False
127,Ugyqo1yMlzQQaNkntcR4AaABAg,root,Wait. Was the scene at Beanie's from The man who didn't like musicals too?,0,@Zo.sTheMost,False,False
128,Ugyqo1yMlzQQaNkntcR4AaABAg.A3Z6o-wF0GEA3ZJJ5zmJmf,Ugyqo1yMlzQQaNkntcR4AaABAg,"Yes, the character who asked for hot chocolate in tgwdlm is Peter spankoffsky",0,@hauntedteethcupboard,False,False
129,UgyFIuwKU5gNrV-LJe54AaABAg,root,"""Maury prefers their kids"" hurts my soul",1,@Cheskaz,False,False
130,Ugx84Hhn98mXeiWh-V54AaABAg,root,"So there are 5 altars. 
One in the theater (TGWDLM)
One in the mall (BF)
And one in the house(NPMD)
Where are the other 2?",2,@2o2e2,False,False
131,Ugx84Hhn98mXeiWh-V54AaABAg.A3WEMRzmIKXA3e4dd3eGbF,Ugx84Hhn98mXeiWh-V54AaABAg,"NPMD featured two altars: the Waylon place (the resurrection) and Hatchetfield High (the summoning).  So we are only missing one.

It’s possible it is in the woods, where they sacrifice the Honey Queen in Nightmare Time.",1,@davidrich27,False,False
132,Ugx84Hhn98mXeiWh-V54AaABAg.A3WEMRzmIKXA3g5QDrsne1,Ugx84Hhn98mXeiWh-V54AaABAg,"​ @davidrich27  the fifth altar is actually CCRP. It used to be the Hatchetfield Gazette, which was mentioned by Grace",0,@twist_ending7545,False,False
133,UgwETwUP56rbzjQcS4F4AaABAg,root,heather who?,0,@I-like-women-morethantheothers,False,False
134,UgxqMcqYdZruE_Umo714AaABAg,root,1:08:12,0,@glaciermood7499,False,False
135,UgzBmPzbNDtkRh_ncqN4AaABAg,root,"Bahahahahaha omg The Beanies scene was awesome 😂😂😂
You guys are all my most favourite thing at the moment!!",0,@crazyaussie7054,False,False
136,Ugz5cBOXmrysgCpwsql4AaABAg,root,yknow ive noticed the lyrics to hatchet town is different here than it is in the cast album. is it something the changed for the stage or smth or do they do that for every show?,0,@ghostlybumblebees5911,False,False
137,Ugz5cBOXmrysgCpwsql4AaABAg.A3UI6VZWYDOA3X-SDKemW0,Ugz5cBOXmrysgCpwsql4AaABAg,"It’s because for this recording, they used cameos of characters from their previous Nightmare Time cast, both the musicals and the online specials.",1,@natyx24,False,False
138,UgxUPz79H8ujnJRhVgp4AaABAg,root,"Honestly, I'd watch the BBQ monologs",3,@tildalangland2814,False,False
139,UgzazGjq4bbMOTDPHX54AaABAg,root,PLEASSEEE PUT THIS ON SPOTIFY I'M XRYING,2,@Dadoodadaydee,False,False
140,UgzazGjq4bbMOTDPHX54AaABAg.A3TeK8T0NGDA3g5vWPdRH_,UgzazGjq4bbMOTDPHX54AaABAg,"""Back""? It was never on Spotify. Not officially at least.",0,@twist_ending7545,False,False
141,Ugw5Cko-mfZ4KBzLjSN4AaABAg,root,Omg you guys are awesome!!!! I'm loving all these productions! Your casts are outstanding!!! Huge support from Australia!! So inlove with you guys!! Best damn musicals and actors!!!,2,@crazyaussie7054,False,False
142,UgwLPIKYOL4tJcnD1sR4AaABAg,root,"Wanna know something I realized when watching this for the 50th time? SPOILERS



Max said at the beginning that he would not rest until he tasted Grace's ""little peach"". In the end, it was Grace giving up her chastity to him that ended him. He literally didn't rest until he tasted Grace. Idk if that was obvious to everyone, but this is just for the ones who didn't realize it.",6,@breannalindsey3657,False,False
143,Ugy5iHhqQ1CRwKXSeqR4AaABAg,root,Corey looks like such a dad playing a teen in the best way.,1,@catherine_d17,False,False
144,UgzLAxtRKQ7v1N8TzKV4AaABAg,root,"Watching all the other Hatchetfield  media, including Nightmare Times, makes this musical even better! I love the expansive universe and easter eggs, i would have never knew about Ted being Petes brother, about Ziggy, Man in a hurry, Gerald and Linda, or bunch of other stuff",0,@aaunyea4799,False,False
145,Ugyy6Pcggdwthi41hjZ4AaABAg,root,i love all the motifs from guy who hates musicals,1,@mranderson9553,False,False
146,UgwVMXo_OXyib5zvkFl4AaABAg,root,i’m crying rn,0,@goose4717,False,False
147,Ugwat8Vyl8rQv9Tn0lN4AaABAg,root,I L OE BEINGB ALIVE!!!!,1,@goose4717,False,False
148,UgzaXmyfVaUr6d5t8ZF4AaABAg,root,i sit better through starkid than most movies,2,@lilypaws420,False,False
149,UgwPX3FD_5yf33e4DnJ4AaABAg,root,Just finished this for the first time (been saving it) and I am absolutely loving this. This is one that I will re-watch time and time again.,1,@terryjackson-chubick2506,False,False
150,UgzpOJXUEvcSC8hVDZ94AaABAg,root,"I fucking love that call back to Clydesdale.
Nightmare Time Theme!!!!
La dee dah.
Jeff Blim in a hurry!
EMMA AND PAUL!
Five years wait for hot chocolate. I love it!
HOLY SHIT THE LORDS IN BLACK",0,@terryjackson-chubick2506,False,False
